australia,burkina faso,15
australia,côte d’ivoire,3
australia,gambia,6
australia,ghana,42
australia,guinea,3
australia,liberia,8
australia,mali,6
australia,mauritania,4
australia,niger,26
australia,nigeria,130
australia,senegal,7
australia,sierra leone,2
australia,antigua and barbuda,1
australia,bahamas,33
australia,barbados,8
australia,cuba,4
australia,dominican republic,3
australia,grenada,4
australia,haiti,1
australia,jamaica,12
australia,saint kitts and nevis,3
australia,saint lucia,1
australia,trinidad and tobago,6
australia,belize,2
australia,costa rica,19
australia,el salvador,5
australia,guatemala,13
australia,honduras,2
australia,nicaragua,1
australia,panama,26
australia,canada,3278
australia,mexico,135
australia,united states of america,16738
australia,argentina,328
australia,bolivia,6
australia,brazil,648
australia,chile,161
australia,colombia,187
australia,ecuador,13
australia,guyana,3
australia,paraguay,3
australia,peru,108
australia,suriname,3
australia,uruguay,19
australia,venezuela,11
australia,china,6531
australia,hong kong (china),3098
australia,japan,1864
australia,korea,2069
australia,macao (china),20
australia,mongolia,153
australia,taiwan province of china,482
australia,brunei darussalam,88
australia,cambodia,172
australia,indonesia,2815
australia,lao people’s democratic republic,48
australia,malaysia,2342
australia,myanmar,245
australia,philippines,4454
australia,singapore,15820
australia,thailand,1387
australia,timor-leste,172
australia,viet nam,1290
australia,new zealand,96739
australia,fiji,1134
australia,papua new guinea,1183
australia,solomon islands,1240
australia,vanuatu,4884
australia,kiribati,236
australia,micronesia,1
australia,nauru,111
australia,palau,1
australia,samoa,2037
australia,tonga,2112
australia,tuvalu,30
australia,armenia,10
australia,azerbaijan,23
australia,belarus,38
australia,bulgaria,121
australia,czech republic (czechia),265
australia,estonia,63
australia,georgia,92
australia,hungary,125
australia,kazakhstan,60
australia,kyrgyzstan,4
australia,latvia,68
australia,lithuania,77
australia,moldova,11
australia,poland,502
australia,romania,173
australia,russian federation,483
australia,slovakia,107
australia,tajikistan,1
australia,ukraine,831
australia,uzbekistan,12
australia,denmark,598
australia,finland,229
australia,iceland,16
australia,ireland,1895
australia,norway,485
australia,sweden,823
australia,united kingdom,21888
australia,albania,14
australia,andorra,20
australia,bosnia and herzegovina,37
australia,croatia,278
australia,greece,350
australia,italy,1777
australia,malta,84
australia,montenegro,39
australia,north macedonia,71
australia,portugal,407
australia,serbia,120
australia,slovenia,93
australia,spain,1009
australia,austria,402
australia,belgium,470
australia,france,2974
australia,germany,3135
australia,liechtenstein,8
australia,luxembourg,63
australia,monaco,116
australia,netherlands,1666
australia,switzerland,1199
australia,cyprus,96
australia,israel,835
australia,türkiye,384
australia,bahrain,85
australia,egypt,263
australia,iraq,90
australia,jordan,97
australia,kuwait,52
australia,lebanon,381
australia,libya,2
australia,oman,95
australia,qatar,415
australia,saudi arabia,621
australia,syrian arab republic,6
australia,united arab emirates,2799
australia,yemen,2
australia,afghanistan,1276
australia,bangladesh,626
australia,bhutan,32
australia,india,12960
australia,iran,410
australia,maldives,22
australia,nepal,1406
australia,pakistan,1129
australia,sri lanka,1649
austria,south africa,6764
austria,canada,113620
austria,united states of america,375387
austria,brazil,17087
austria,china,30392
austria,japan,21556
austria,korea,18146
austria,taiwan province of china,3326
austria,australia,18512
austria,new zealand,5493
austria,bulgaria,76530
austria,czech republic (czechia),1424429
austria,estonia,38386
austria,hungary,827275
austria,latvia,38321
austria,lithuania,49891
austria,poland,1083266
austria,romania,406043
austria,russian federation,96039
austria,slovakia,471211
austria,ukraine,118928
austria,denmark,385185
austria,finland,73688
austria,iceland,15908
austria,ireland,58071
austria,norway,44276
austria,sweden,135575
austria,united kingdom,310070
austria,croatia,163983
austria,greece,80419
austria,italy,1011153
austria,malta,16353
austria,portugal,66527
austria,slovenia,249344
austria,spain,252689
austria,belgium,1211475
austria,france,586862
austria,germany,32084093
austria,luxembourg,188241
austria,netherlands,4334368
austria,switzerland,1992238
austria,cyprus,22484
austria,israel,406010
austria,türkiye,41527
austria,saudi arabia,94037
austria,united arab emirates,158166
azerbaijan,burundi,1
azerbaijan,comoros,341
azerbaijan,djibouti,4
azerbaijan,eritrea,7
azerbaijan,ethiopia,71
azerbaijan,kenya,50
azerbaijan,madagascar,2
azerbaijan,malawi,1
azerbaijan,mauritius,11
azerbaijan,mozambique,14
azerbaijan,rwanda,2
azerbaijan,somalia,61
azerbaijan,tanzania,11
azerbaijan,uganda,12
azerbaijan,zambia,11
azerbaijan,zimbabwe,42
azerbaijan,angola,18
azerbaijan,cameroon,17
azerbaijan,central african republic,2
azerbaijan,chad,7
azerbaijan,congo,3
azerbaijan,gabon,1
azerbaijan,sao tome and principe,2
azerbaijan,algeria,143
azerbaijan,morocco,363
azerbaijan,sudan,335
azerbaijan,tunisia,79
azerbaijan,botswana,6
azerbaijan,eswatini,1
azerbaijan,lesotho,1
azerbaijan,namibia,4
azerbaijan,south africa,243
azerbaijan,benin,2
azerbaijan,burkina faso,1
azerbaijan,cabo verde,1
azerbaijan,côte d’ivoire,11
azerbaijan,gambia,4
azerbaijan,ghana,12
azerbaijan,guinea,18
azerbaijan,guinea-bissau,1
azerbaijan,liberia,6
azerbaijan,mali,17
azerbaijan,mauritania,16
azerbaijan,niger,2
azerbaijan,nigeria,247
azerbaijan,senegal,36
azerbaijan,sierra leone,10
azerbaijan,togo,4
azerbaijan,antigua and barbuda,4
azerbaijan,cuba,18
azerbaijan,dominica,33
azerbaijan,dominican republic,1
azerbaijan,haiti,1
azerbaijan,jamaica,4
azerbaijan,saint kitts and nevis,24
azerbaijan,saint lucia,4
azerbaijan,saint vincent and the grenadines,1
azerbaijan,trinidad and tobago,46
azerbaijan,belize,1
azerbaijan,costa rica,11
azerbaijan,el salvador,3
azerbaijan,guatemala,2
azerbaijan,honduras,3
azerbaijan,panama,2
azerbaijan,canada,1416
azerbaijan,mexico,75
azerbaijan,united states of america,11730
azerbaijan,argentina,76
azerbaijan,bolivia,8
azerbaijan,brazil,418
azerbaijan,chile,21
azerbaijan,colombia,136
azerbaijan,ecuador,5
azerbaijan,paraguay,16
azerbaijan,peru,27
azerbaijan,suriname,3
azerbaijan,uruguay,4
azerbaijan,venezuela,83
azerbaijan,china,2259
azerbaijan,japan,1769
azerbaijan,korea,543
azerbaijan,mongolia,63
azerbaijan,taiwan province of china,80
azerbaijan,cambodia,8
azerbaijan,indonesia,926
azerbaijan,malaysia,1726
azerbaijan,myanmar,17
azerbaijan,philippines,1323
azerbaijan,singapore,64
azerbaijan,thailand,56
azerbaijan,viet nam,14
azerbaijan,australia,222
azerbaijan,new zealand,113
azerbaijan,vanuatu,2
azerbaijan,armenia,4
azerbaijan,belarus,5726
azerbaijan,bulgaria,624
azerbaijan,czech republic (czechia),1159
azerbaijan,estonia,333
azerbaijan,georgia,62512
azerbaijan,hungary,816
azerbaijan,kazakhstan,6916
azerbaijan,kyrgyzstan,836
azerbaijan,latvia,709
azerbaijan,lithuania,615
azerbaijan,moldova,655
azerbaijan,poland,2163
azerbaijan,romania,987
azerbaijan,russian federation,257959
azerbaijan,slovakia,251
azerbaijan,tajikistan,820
azerbaijan,turkmenistan,2738
azerbaijan,ukraine,17403
azerbaijan,uzbekistan,4206
azerbaijan,denmark,1743
azerbaijan,finland,255
azerbaijan,iceland,479
azerbaijan,ireland,656
azerbaijan,norway,3292
azerbaijan,sweden,1043
azerbaijan,united kingdom,33533
azerbaijan,albania,43
azerbaijan,andorra,4
azerbaijan,bosnia and herzegovina,101
azerbaijan,croatia,658
azerbaijan,greece,346
azerbaijan,italy,11674
azerbaijan,malta,41
azerbaijan,montenegro,92
azerbaijan,north macedonia,93
azerbaijan,portugal,597
azerbaijan,san marino,1
azerbaijan,serbia,504
azerbaijan,slovenia,152
azerbaijan,spain,2169
azerbaijan,austria,870
azerbaijan,belgium,2589
azerbaijan,france,4021
azerbaijan,germany,11103
azerbaijan,liechtenstein,5
azerbaijan,luxembourg,249
azerbaijan,monaco,1
azerbaijan,netherlands,5715
azerbaijan,switzerland,1134
azerbaijan,cyprus,123
azerbaijan,israel,15755
azerbaijan,türkiye,197472
azerbaijan,bahrain,1707
azerbaijan,egypt,1160
azerbaijan,iraq,1163
azerbaijan,jordan,788
azerbaijan,kuwait,4447
azerbaijan,lebanon,305
azerbaijan,libya,58
azerbaijan,oman,909
azerbaijan,qatar,8162
azerbaijan,saudi arabia,14530
azerbaijan,state of palestine,284
azerbaijan,syrian arab republic,943
azerbaijan,united arab emirates,40777
azerbaijan,yemen,872
azerbaijan,afghanistan,149
azerbaijan,bangladesh,569
azerbaijan,india,7745
azerbaijan,iran,124877
azerbaijan,maldives,10
azerbaijan,nepal,93
azerbaijan,pakistan,2940
azerbaijan,sri lanka,133
bahamas,ethiopia,35
bahamas,kenya,408
bahamas,madagascar,20
bahamas,mauritius,138
bahamas,seychelles,7
bahamas,tanzania,8
bahamas,uganda,100
bahamas,zambia,18
bahamas,zimbabwe,433
bahamas,angola,16
bahamas,cameroon,17
bahamas,chad,36
bahamas,congo,409
bahamas,morocco,24
bahamas,sudan,14
bahamas,tunisia,25
bahamas,namibia,209
bahamas,south africa,49782
bahamas,benin,51
bahamas,burkina faso,117
bahamas,côte d’ivoire,27
bahamas,ghana,180
bahamas,liberia,5
bahamas,mali,71
bahamas,nigeria,503
bahamas,senegal,7
bahamas,sierra leone,14
bahamas,antigua and barbuda,763
bahamas,barbados,1392
bahamas,cuba,4054
bahamas,dominica,894
bahamas,dominican republic,5132
bahamas,grenada,192
bahamas,haiti,495
bahamas,jamaica,29698
bahamas,saint kitts and nevis,283
bahamas,saint lucia,637
bahamas,saint vincent and the grenadines,295
bahamas,trinidad and tobago,2660
bahamas,belize,594
bahamas,costa rica,2149
bahamas,el salvador,592
bahamas,guatemala,2315
bahamas,honduras,1949
bahamas,nicaragua,815
bahamas,panama,6862
bahamas,canada,125535
bahamas,mexico,31212
bahamas,united states of america,5303727
bahamas,argentina,6196
bahamas,bolivia,525
bahamas,brazil,31630
bahamas,chile,5028
bahamas,colombia,14433
bahamas,ecuador,2467
bahamas,guyana,878
bahamas,paraguay,917
bahamas,peru,6393
bahamas,suriname,41
bahamas,uruguay,1702
bahamas,venezuela,5410
bahamas,china,901
bahamas,hong kong (china),1669
bahamas,japan,671
bahamas,korea,286
bahamas,mongolia,180
bahamas,taiwan province of china,211
bahamas,indonesia,438
bahamas,malaysia,514
bahamas,myanmar,12
bahamas,philippines,9427
bahamas,singapore,877
bahamas,thailand,642
bahamas,timor-leste,6
bahamas,viet nam,3
bahamas,australia,14422
bahamas,new zealand,7129
bahamas,fiji,467
bahamas,papua new guinea,8
bahamas,micronesia,4
bahamas,armenia,173
bahamas,azerbaijan,37
bahamas,belarus,28
bahamas,bulgaria,1494
bahamas,czech republic (czechia),1688
bahamas,estonia,295
bahamas,georgia,307
bahamas,hungary,776
bahamas,kazakhstan,111
bahamas,latvia,329
bahamas,lithuania,430
bahamas,moldova,172
bahamas,poland,3752
bahamas,romania,3277
bahamas,russian federation,4236
bahamas,slovakia,722
bahamas,tajikistan,5
bahamas,ukraine,1573
bahamas,uzbekistan,28
bahamas,denmark,3686
bahamas,finland,1184
bahamas,iceland,541
bahamas,ireland,3494
bahamas,norway,2659
bahamas,sweden,4236
bahamas,united kingdom,75658
bahamas,albania,16
bahamas,andorra,73
bahamas,bosnia and herzegovina,40
bahamas,croatia,1715
bahamas,greece,1827
bahamas,italy,12655
bahamas,malta,3345
bahamas,montenegro,646
bahamas,north macedonia,317
bahamas,portugal,1678
bahamas,san marino,51
bahamas,serbia,418
bahamas,slovenia,180
bahamas,spain,12115
bahamas,austria,3623
bahamas,belgium,2142
bahamas,france,20660
bahamas,germany,21945
bahamas,liechtenstein,154
bahamas,luxembourg,380
bahamas,monaco,1008
bahamas,netherlands,8864
bahamas,switzerland,12249
bahamas,cyprus,251
bahamas,israel,2906
bahamas,türkiye,3977
bahamas,bahrain,63
bahamas,egypt,146
bahamas,jordan,73
bahamas,kuwait,100
bahamas,lebanon,173
bahamas,oman,18
bahamas,qatar,493
bahamas,saudi arabia,313
bahamas,state of palestine,5
bahamas,united arab emirates,2040
bahamas,yemen,7
bahamas,bangladesh,23
bahamas,india,4651
bahamas,nepal,121
bahamas,pakistan,159
bahamas,sri lanka,384
bahrain,djibouti,5
bahrain,eritrea,51
bahrain,ethiopia,456
bahrain,kenya,339
bahrain,madagascar,1
bahrain,malawi,2
bahrain,mauritius,15
bahrain,mozambique,2
bahrain,seychelles,16
bahrain,somalia,52
bahrain,tanzania,30
bahrain,uganda,111
bahrain,zambia,2
bahrain,zimbabwe,60
bahrain,angola,2
bahrain,cameroon,138
bahrain,chad,11
bahrain,congo,2
bahrain,algeria,100
bahrain,morocco,734
bahrain,sudan,868
bahrain,tunisia,302
bahrain,namibia,2
bahrain,south africa,927
bahrain,benin,2
bahrain,burkina faso,1
bahrain,gambia,3
bahrain,ghana,175
bahrain,guinea,1
bahrain,guinea-bissau,1
bahrain,mali,12
bahrain,mauritania,8
bahrain,niger,61
bahrain,nigeria,5
bahrain,senegal,5
bahrain,sierra leone,1
bahrain,togo,2
bahrain,barbados,3
bahrain,cuba,20
bahrain,dominica,15
bahrain,dominican republic,2
bahrain,grenada,1
bahrain,jamaica,12
bahrain,saint kitts and nevis,2
bahrain,saint lucia,7
bahrain,costa rica,10
bahrain,el salvador,8
bahrain,guatemala,3
bahrain,honduras,4
bahrain,nicaragua,1
bahrain,panama,10
bahrain,canada,2712
bahrain,mexico,250
bahrain,united states of america,10526
bahrain,argentina,192
bahrain,bolivia,30
bahrain,brazil,406
bahrain,chile,37
bahrain,colombia,321
bahrain,ecuador,33
bahrain,guyana,1
bahrain,paraguay,2
bahrain,peru,91
bahrain,uruguay,5
bahrain,venezuela,437
bahrain,china,280
bahrain,hong kong (china),5
bahrain,japan,93
bahrain,korea,111
bahrain,mongolia,1
bahrain,brunei darussalam,1
bahrain,cambodia,3
